collection-date,vpn-id,customer-name,customer-abbr,vpn-type,topology,running-no,label-mode,huawei-label-mode,multicast,secondary-running-no,cisco-domain-topology,huawei-domain-topology
26/03/2021 15:53:00,IPR3008_TELETEC,Teletech Customer Care Management Phils. Inc.,TCCMP01,enterprise,full-mesh,3008,per-vrf,,,,,
26/03/2021 15:53:00,IPR3009_WESTERN,MARIUS HOLDINGS CORPORATION,MHC04,enterprise,full-mesh,3009,,per-instance,,,,
26/03/2021 15:53:00,IPR30107_TELCOSYS,PLDT TELCOSYS,PLDT TELCOSYS,enterprise,full-mesh,30107,,per-instance,,,,
26/03/2021 15:53:00,IPR30116_FIBERHOME,MERALCO,MERAL01,infra,full-mesh,30116,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR30121_UNIFIED_NMS,SMART,SMART UNIFIED NMS,infra,full-mesh,30121,,,,,,
26/03/2021 15:53:00,IPR3012_ROSE,"ROSE PHARMACY, INC.",RPI15,enterprise,full-mesh,3012,,,,,,
26/03/2021 15:53:00,IPR3013_GOLDARC,GOLDEN ARCHES DEVELOPMENT CORPORATION,GADC01,enterprise,full-mesh,3013,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3023_SUNLIFE,SUN LIFE OF CANADA PHILS INC (SUN LIFE ASSURANCE),SACC01,enterprise,full-mesh,3023,,,,,,
26/03/2021 15:53:00,IPR3026_WATSONS,FAMILYHEALTH & BEAUTY CORP.,F&BC01,enterprise,full-mesh,3026,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3027_GIGAHTZ,NATIONAL POLICE COMMISSION REGION TWO,GCS05,enterprise,full-mesh,3027,per-ce,,,,,
26/03/2021 15:53:00,IPR3030_WEALTH,WEALTH DEVELOPMENT BANK CORPORATION,WDBC01,enterprise,full-mesh,3030,,per-instance,,,,
26/03/2021 15:53:00,IPR3033_CINDERE,CINDERELLA MARKETING CORPORATION,CMC02,enterprise,full-mesh,3033,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3034_PACIFIC,Pacific Online Systems Corporation-Visayas,PO04,enterprise,full-mesh,3034,,,,,,
26/03/2021 15:53:00,IPR3038_MERCURY,MERCURY DRUG CORP.,MD01,enterprise,full-mesh,3038,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3042_NBSTORE,"NATIONAL BOOK STORE, INC.",NBI01,enterprise,full-mesh,3042,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3044_YELLOWC,"Teriyaki Boy Group, Inc.",TBGI01,enterprise,full-mesh,3044,per-ce,,,,,
26/03/2021 15:53:00,IPR3045_YSACARE,YSA Skin Care Center - Branch 13 SM Lipa,YSCC-25,enterprise,full-mesh,3045,per-ce,,,,,
26/03/2021 15:53:00,IPR3046_INSULAR,"THE INSULAR LIFE ASSURANCE COMPANY, LTD.",ILACL01,enterprise,full-mesh,3046,,,,,,
26/03/2021 15:53:00,IPR3057_HONDA-C,HONDACARSPHILIPPINESINCORPORATED,HCPI01,enterprise,full-mesh,3057,,per-instance,,,,
26/03/2021 15:53:00,IPR3059_PRULIFE,PRU LIFE INSURANCE CORPORATION OF U.K.,PLICU01,enterprise,full-mesh,3059,per-ce,,,,,
26/03/2021 15:53:00,IPR3060_BOARDWK,BOARDWALK BUSINESS VENTURES INC.,BBVI01,enterprise,full-mesh,3060,,,,,,
26/03/2021 15:53:00,IPR3061_SUYEN,SUYENCORPORATION,SC(01,enterprise,full-mesh,3061,,per-instance,,,,
26/03/2021 15:53:00,IPR3063_ABOITIZ,"2GO EXPRESS, INC.",AATC01,enterprise,full-mesh,3063,per-ce,,,,,
26/03/2021 15:53:00,IPR3064_ALLIED,ALLIEDBANKINGCORPORATION,ABC02,enterprise,full-mesh,3064,,per-instance,,,,
26/03/2021 15:53:00,IPR3067_RUSTANS,RUSTAN COFFEE CORPORATION,RCC06,enterprise,full-mesh,3067,,,,,,
26/03/2021 15:53:00,IPR3068_PJLHUIL,P.J. LHUILLIER INC.,PLI02,enterprise,full-mesh,3068,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3074_PGMC,PHILIPPINE GAMING MANAGEMENT CORPORATION,PGMC02,enterprise,full-mesh,3074,,,,,,
26/03/2021 15:53:00,IPR3075_MTTRADE,"BANK OF MAKATI (A RURAL BANK), INC.",RBMI01,enterprise,full-mesh,3075,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3077_BINGO,BINGO BONANZA CORPORATION,BBC01,enterprise,full-mesh,3077,per-ce,,,,,
26/03/2021 15:53:00,IPR30800_FTTH_NMS,PLDT_FTTH_NMS,PLDT_FTTH_NMS,infra,full-mesh,30800,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3080_HBC,HBCINC.,HBC01,enterprise,full-mesh,3080,,per-instance,,,,
26/03/2021 15:53:00,IPR30903_FTTH_VoIP_Prod,PLDT_FTTH_VoIP_Prod,PLDT_FTTH_VoIP_Prod,infra,full-mesh,30903,per-vrf,per-instance,,,,
26/03/2021 15:53:00,IPR3094_CHINA,CHINA BANKING CORPORATION,CBC01,enterprise,full-mesh,3094,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3098_FOODA,FOODA SAVERSMART CORP,FSC05,enterprise,full-mesh,3098,,per-instance,,,,
26/03/2021 15:53:00,IPR3099_COCACOL,"COCA-COLA BEVERAGES PHILIPPINES, INC.",CCBP01,enterprise,full-mesh,3099,per-ce,,,,,
26/03/2021 15:53:00,IPR3101_BELREWM,Belrewmond Trading Inc. - BR 22 SM City Lipa,BTI-B13,enterprise,full-mesh,3101,per-ce,,,,,
26/03/2021 15:53:00,IPR3104_PHILBUS,PHILIPPINE BUSINESS BANK,PBB01,enterprise,full-mesh,3104,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3109_CANON,"CANON MARKETING PHILIPPINES, INC.",CMPI01,enterprise,full-mesh,3109,,,,,,
26/03/2021 15:53:00,IPR3110_BOC,BANK OF COMMERCE,BC03,enterprise,full-mesh,3110,,,,,,
26/03/2021 15:53:00,IPR3115_PNB,PHILIPPINE NATIONAL BANK,PNB01,enterprise,full-mesh,3115,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3124_RCBC,RIZAL COMMERCIAL BANKING CORPORATION-DATA,RCBC01,enterprise,full-mesh,3124,,,,,,
26/03/2021 15:53:00,IPR3128_TAI-PAN,First Pacific Fortune Commercial Corp.,FPFCC01,enterprise,full-mesh,3128,,per-instance,,,,
26/03/2021 15:53:00,IPR3130_CATS,AUTO NATION GROUP INC.,ANGI10,enterprise,full-mesh,3130,,,,,,
26/03/2021 15:53:00,IPR3133_ARGENT,"MEDFORD RX SOLUTIONS, INC.",MRSI09,enterprise,full-mesh,3133,per-ce,,,,,
26/03/2021 15:53:00,IPR3135_SECBANK,SECURITY BANK CORPORATION,SB&TC01,enterprise,full-mesh,3135,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3153_STERLNG,STERLING BANK OF ASIA INC. (A SAVINGS BANK),SBAIS01,enterprise,full-mesh,3153,,,,,,
26/03/2021 15:53:00,IPR3154_BEAUTYP,BEAUTY PROFILE CORPORATION,BPC06,enterprise,full-mesh,3154,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3157_EXECUTV,"EXECUTIVE OPTICAL, INC.",EOI02,enterprise,full-mesh,3157,per-ce,,,,,
26/03/2021 15:53:00,IPR3162_EPLDT,"ePLDT, Inc.",EPLDT01,enterprise,full-mesh,3162,,,,,,
26/03/2021 15:53:00,IPR3164_STRADCM,STRADCOM CORP.,SC02,enterprise,full-mesh,3164,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3172_BDO_NET,"BDO UNIBANK, INC.",BDO01,enterprise,full-mesh,3172,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3175_METBANK,METROPOLITAN BANK AND TRUST CO.,MBATC01,enterprise,full-mesh,3175,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3179_GOLDLCS,"GOLDILOCKS BAKESHOP, INC.",GBSI01,enterprise,full-mesh,3179,per-ce,,,,,
26/03/2021 15:53:00,IPR3181_PSBANK,PHILIPPINE SAVINGS BANK,PSB01,enterprise,full-mesh,3181,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3182_MEDCARD,MEDICARD PHILIPPINES INCORPORATED,MPI14,enterprise,full-mesh,3182,per-ce,,,,,
26/03/2021 15:53:00,IPR3185_FAMILY,SHAKEY'S PIZZA ASIA VENTURES INC.,IFFSI01,enterprise,full-mesh,3185,,per-instance,,,,
26/03/2021 15:53:00,IPR3187_WILCON,"WILCON DEPOT, INC.",WDI08,enterprise,full-mesh,3187,per-ce,,,,,
26/03/2021 15:53:00,IPR3188_PHILPIB,"Philpacific Insurance Brokers & Managers, Inc.",PIB&M01,enterprise,full-mesh,3188,,,,,,
26/03/2021 15:53:00,IPR3191_NIPPON,NIPPON EXPRESS PHILIPPINES CORPORATION,NEPC02,enterprise,full-mesh,3191,per-ce,,,,,
26/03/2021 15:53:00,IPR3195_STORE,STORES SPECIALISTS INC.,SSI02,enterprise,full-mesh,3195,,per-instance,,,,
26/03/2021 15:53:00,IPR3198_EMCOR,EMCOR,EMCOR05,enterprise,full-mesh,3198,,,,,,
26/03/2021 15:53:00,IPR3199_JKING,"J.KING&SONSCOMPANY,INCORPORATED",JK&SC01,enterprise,full-mesh,3199,,per-instance,,,,
26/03/2021 15:53:00,IPR3200_PURGOLD,"Puregold Price Club, Incorporated",PPCI01,enterprise,full-mesh,3200,per-ce,,,,,
26/03/2021 15:53:00,IPR3201_MASS-SP,MASS-SPECC Cooperative Development Center,MSDC01,enterprise,full-mesh,3201,,per-instance,,,,
26/03/2021 15:53:00,IPR3205_PETRON,PETRON SERVICE STATION,PP01,enterprise,full-mesh,3205,,per-instance,,,,
26/03/2021 15:53:00,IPR3211_FCBANK,FIRST CONSOLIDATED BANK,FCB04,enterprise,full-mesh,3211,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3219_ROBNSON,ROBINSONS SUPERMARKET CORP.,RS03,enterprise,full-mesh,3219,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3220_VETERAN,PHILIPPINE VETERANS BANK,PVB01,enterprise,full-mesh,3220,,,,,,
26/03/2021 15:53:00,IPR3222_IMPRIAL,IMPERIAL APPLIANCE PLAZA,VIAC01,enterprise,full-mesh,3222,,per-instance,,,,
26/03/2021 15:53:00,IPR3223_SM-SVI,SM INVESTMENTS CORPORATION,SIC09,enterprise,full-mesh,3223,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3232_EWBANK,EAST WEST BANKING CORPORATION,EWB01,enterprise,full-mesh,3232,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3249_1VBANK,"1st Valley Bank, Inc., A Rural Bank",1VBIR01,enterprise,full-mesh,3249,,per-instance,,,,
26/03/2021 15:53:00,IPR3284_SNROQUE,"SAN ROQUE SUPERMARKET RETAIL SYSTEMS, INC.",SRSRS01,enterprise,full-mesh,3284,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3289_PSSLOAN,PUBLIC SAFETY SAVINGS AND LOAN ASSOCIATION (PSSLA) INC.,PSSLA01,enterprise,full-mesh,3289,per-ce,,,,,
26/03/2021 15:53:00,IPR3290_DBP,DEVELOPMENT BANK OF THE PHILIPPINES,DBP01,enterprise,full-mesh,3290,,,,,,
26/03/2021 15:53:00,IPR3294_AIR21,AIRFREIGHT 2100 INCORPORATED,A2I01,enterprise,full-mesh,3294,,,,,,
26/03/2021 15:53:00,IPR3301_GRNBANK,"Green Bank (A Rural Bank), Inc.",GBCI03,enterprise,full-mesh,3301,,,,,,
26/03/2021 15:53:00,IPR3302_NATCCO,MSU-IIT MULTI-PURPOSE COOPERATIVE,MEMPC03,enterprise,full-mesh,3302,,per-instance,,,,
26/03/2021 15:53:00,IPR3305_BOYSEN,"PACIFICPAINT(BOYSEN)PHILIPPINES,INC.",PPBPI01,enterprise,full-mesh,3305,,per-instance,,,,
26/03/2021 15:53:00,IPR3306_FLNVEST,"Filinvest Land, Inc.",FLI04,enterprise,full-mesh,3306,,,,,,
26/03/2021 15:53:00,IPR3307_LJCMGMT,"SM PRIME HOLDINGS, INC. (SM MALL OF ASIA)",SI-MA01,enterprise,full-mesh,3307,,per-instance,,,,
26/03/2021 15:53:00,IPR3315_MAPFRE,Mapfre Insular Insurance Corporation,MIIC01,enterprise,full-mesh,3315,per-ce,,,,,
26/03/2021 15:53:00,IPR3326_AUBANK,ASIA UNITED BANK CORP.,AUBC01,enterprise,full-mesh,3326,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3332_ANDOKS,ANDOKS LITSON CORPORATION,ALC17,enterprise,full-mesh,3332,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3346_DUNKIN,GOLDEN DONUTS INCORPORATED,GDI01,enterprise,full-mesh,3346,,,,,,
26/03/2021 15:53:00,IPR3361_UCPBVPN,UNITED COCONUT PLANTERS BANK,UCPB01,enterprise,full-mesh,3361,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3366_CARDBNK,"Card Bank, Inc.",CBI04,enterprise,full-mesh,3366,,,,,,
26/03/2021 15:53:00,IPR3367_UCPBSAV,UCPB SAVINGS BANK,USB01,enterprise,full-mesh,3367,,per-instance,,,,
26/03/2021 15:53:00,IPR3374_LBCXPRS,LBC EXPRESS INC.,LEI12,enterprise,full-mesh,3374,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3381_LARES,Luzon Development Bank,LDB01,enterprise,full-mesh,3381,per-ce,,,,,
26/03/2021 15:53:00,IPR3382_TOYOTA,"TOYOTA VALENZUELA, INC.",TVI60,enterprise,full-mesh,3382,,per-instance,,,,
26/03/2021 15:53:00,IPR3383_EQUICOM,EQUITABLE COMPUTER SERVICES INC.,ECSI01,enterprise,full-mesh,3383,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3393_VICSAL,"METRO RETAIL STORES GROUP, INC.",MRSCI01,enterprise,full-mesh,3393,per-ce,,,,,
26/03/2021 15:53:00,IPR3397_PIONEER,Pioneer Life Inc.,PLI04,enterprise,full-mesh,3397,,,,,,
26/03/2021 15:53:00,IPR3398_PNBLIFE,"ALLIANZ PNB LIFE INSURANCE, INC.",PLII02,enterprise,full-mesh,3398,,,,,,
26/03/2021 15:53:00,IPR3423_ACDI,ACDI MULTIPURPOSE COOPERATIVE,ACC28,enterprise,full-mesh,3423,,,,,,
26/03/2021 15:53:00,IPR3426_BSP,BANGKO SENTRAL NG PILIPINAS,BSNP01,enterprise,full-mesh,3426,,per-instance,,,,
26/03/2021 15:53:00,IPR3429_AVON,AVON COSMETICS INCORPORATED,ACI01,enterprise,full-mesh,3429,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3434_UNION,UNION BANK OF THE PHILS.,UBP01,enterprise,full-mesh,3434,,,,,,
26/03/2021 15:53:00,IPR3446_DAV-CTH,DAVAO CITIHARDWARE INC.,DCI10,enterprise,full-mesh,3446,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3450_TANAY,TANAY RBANK. INC.,TRBI01,enterprise,full-mesh,3450,,,,,,
26/03/2021 15:53:00,IPR3461_SHOECAT,VIVENDI CORPORATION,VC29,enterprise,full-mesh,3461,,,,,,
26/03/2021 15:53:00,IPR3467_CHNTRST,CTBC BANK (PHILIPPINES) CORP.,CT(C01,enterprise,full-mesh,3467,,per-instance,,,,
26/03/2021 15:53:00,IPR3480_BANCNET,CITY SAVINGS BANK INC.,CSB01,enterprise,full-mesh,3480,,per-instance,,,,
26/03/2021 15:53:00,IPR3493_ADKONEK,Advancekonek Enterprise,AE14,enterprise,full-mesh,3493,per-ce,,,,,
26/03/2021 15:53:00,IPR3499_SUMISHO,Sumisho Motor Finance Corporation,SMFC01,enterprise,full-mesh,3499,,,,,,
26/03/2021 15:53:00,IPR3503_PRBANK,CITY SAVINGS BANK INC.,CSB01,enterprise,full-mesh,3503,,per-instance,,,,
26/03/2021 15:53:00,IPR3508_TOYFIN,TOYOTA FINANCIAL SERVICES PHILIPPINES CORPORATION,TFSPC01,enterprise,full-mesh,3508,,per-instance,,,,
26/03/2021 15:53:00,IPR3519_PNSONIC,PANASONIC MANUFACTURING PHILIPPINES CORPORATION,MEPC01,enterprise,full-mesh,3519,,,,,,
26/03/2021 15:53:00,IPR3521_WIDEREF,ARC REFRESHMENTS CORPORATION,ARC255,enterprise,full-mesh,3521,,,,,,
26/03/2021 15:53:00,IPR3530_COUNTRY,"COUNTRY BUILDERS BANK, INC. (A RURAL BANK)",CRB04,enterprise,full-mesh,3530,,per-instance,,,,
26/03/2021 15:53:00,IPR3533_PRODBNK,PRODUCERS SAVINGS BANK CORPORATION,PRBC02,enterprise,full-mesh,3533,,,,,,
26/03/2021 15:53:00,IPR3542_KNTETSU,KINTETSU WORLD EXPRESS INCORPORATED,KWEI01,enterprise,full-mesh,3542,,per-instance,,,,
26/03/2021 15:53:00,IPR3544_BOIDATA,BUREAU OF IMMIGRATION,BI28,enterprise,full-mesh,3544,,,,,,
26/03/2021 15:53:00,IPR3547_PSMT,KAREILA MANAGEMENT CORPORATION,KMC12,enterprise,full-mesh,3547,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3566_SUPER8,"SUPER 8 RETAIL SYSTEMS, INC.",S8RSI01,enterprise,full-mesh,3566,,per-instance,,,,
26/03/2021 15:53:00,IPR3585_GAICORP,Grand Alphatech International Corporation,GAIC08,enterprise,full-mesh,3585,,,,,,
26/03/2021 15:53:00,IPR3596_TOYOMAN,TOYOTA MANILA BAY CORPORATION,TMBC(01,enterprise,full-mesh,3596,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3598_AFPMBAI,"ARMED FORCES AND POLICE MUTUAL BENEFIT ASSOCIATION, INC.",AFP02,enterprise,full-mesh,3598,per-ce,,,,,
26/03/2021 15:53:00,IPR3604_MAYBANK,"MaybankPhilippines,Incorporated",MPI07,enterprise,full-mesh,3604,,per-instance,,,,
26/03/2021 15:53:00,IPR3605_AMWAY,AMWAY PHILIPPINES CORP.,APC02,enterprise,full-mesh,3605,,,,,,
26/03/2021 15:53:00,IPR3611_GCAFORD,"GLOBAL CITY AUTO SALES, INC.",GCASI01,enterprise,full-mesh,3611,,,,,,
26/03/2021 15:53:00,IPR3615_LNDBANK,LAND BANK OF THE PHILIPPINES,LBP01,enterprise,full-mesh,3615,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3616_RCBCVPN,RIZAL COMMERCIAL BANKING CORPORATION-DATA,RCBC01,enterprise,full-mesh,3616,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3619_NETNFRA,CITY SAVINGS BANK INC.,CSB01,enterprise,full-mesh,3619,per-ce,,,,,
26/03/2021 15:53:00,IPR3626_BANKONE,Bank One Savings and Trust Corporation,BOSTC01,enterprise,full-mesh,3626,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3634_AGPI,EMORY INC,EI684,enterprise,full-mesh,3634,,per-instance,,,,
26/03/2021 15:53:00,IPR3635_CWMRKTG,CW MARKETING & DEVELOPMENT CORPORATION,CM&DC01,enterprise,full-mesh,3635,,,,,,
26/03/2021 15:53:00,IPR3636_ALLIED2,PHILIPPINE NATIONAL BANK,PNB01,enterprise,full-mesh,3636,,,,,,
26/03/2021 15:53:00,IPR3666_MNDALAY,"BRIA HOMES, INC",BHI14,enterprise,full-mesh,3666,,per-instance,,,,
26/03/2021 15:53:00,IPR3668_TRUNET,"Trunet Digital Koncepts, Inc",TDKI01,enterprise,full-mesh,3668,,,,,,
26/03/2021 15:53:00,IPR3672_VLLACAR,"RURAL TRANSIT, INC.",RTI18,enterprise,full-mesh,3672,,,,,,
26/03/2021 15:53:00,IPR3673_QUALPI,QUALITY PROPERTIES INCORPORATED,QPI10,enterprise,full-mesh,3673,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3674_YAKULT,Yakult Marketing Corporation,YMC03,enterprise,full-mesh,3674,,per-instance,,,,
26/03/2021 15:53:00,IPR3685_KOFC,KNIGHTS OF COLUMBUS,KCFA02,enterprise,full-mesh,3685,,,,,,
26/03/2021 15:53:00,IPR3689_PRDNTLG,PRUDENTIAL GUARANTEE AND ASSURANCE INCORPORATED,PGAAI01,enterprise,full-mesh,3689,,per-instance,,,,
26/03/2021 15:53:00,IPR3690_JFC,JOLLIBEE FOODS CORP.,JFC03,enterprise,full-mesh,3690,,,,,,
26/03/2021 15:53:00,IPR3696_ORCHARD,OrchardPropertyMarketingCorp,OPMC01,enterprise,full-mesh,3696,,per-instance,,,,
26/03/2021 15:53:00,IPR3705_GENTLE,"GENTLE SUPREME PHILIPPINES, INC.",GSPI02,enterprise,full-mesh,3705,,per-instance,,,,
26/03/2021 15:53:00,IPR3710_PENSULA,PENINSULARURALBANKINCORPORATED,PRBI01,enterprise,full-mesh,3710,,per-instance,,,,
26/03/2021 15:53:00,IPR3713_MAXCARE,MAXICARE HEALTHCARE CORP.,PHPI02,enterprise,full-mesh,3713,per-ce,,,,,
26/03/2021 15:53:00,IPR3719_ZUELLIG,ZUELLIG PHARMA CORPORATION,ZPC01,enterprise,full-mesh,3719,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3726_ASIANTI,ASIANTERMINALSINC.,ATI03,enterprise,full-mesh,3726,per-ce,,,,,
26/03/2021 15:53:00,IPR3729_HAMMAD,KOCMA'S OCCHIALI CORPORATION,KOC02,enterprise,full-mesh,3729,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3770_KWASAKI,KAWASAKI MOTORS PHILS CORP,KM1C01,enterprise,full-mesh,3770,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3780_EPCREAN,Epicurean Partners Exchange Inc.,EPEI01,enterprise,full-mesh,3780,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3782_MERALCO,MERALCO,MERAL01,enterprise,full-mesh,3782,,per-instance,,,,
26/03/2021 15:53:00,IPR3790_ROB_SAV,ROBINSONS BANK CORPORATION,RSB01,enterprise,full-mesh,3790,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3791_TAGUM,Tagum Cooperative,TC103,enterprise,full-mesh,3791,,,,,,
26/03/2021 15:53:00,IPR3796_DEPTAG,DEPARTMENT OF AGRICULTURE,DAOS01,enterprise,full-mesh,3796,,,,,,
26/03/2021 15:53:00,IPR3825_GUSINC,GRAND UNION SUPERMARKET INCORPORATED,GUSI01,enterprise,full-mesh,3825,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3827_ORIXMET,ORIX METRO LEASING & FINANCE CORPORATION,FML&F01,enterprise,full-mesh,3827,,,,,,
26/03/2021 15:53:00,IPR3837_SMFI,"SAN MIGUEL FOODS, INC.",SMFI01,enterprise,full-mesh,3837,per-ce,,,,,
26/03/2021 15:53:00,IPR3844_SUYSING,SUY SING COMMERCIAL CORPORATION,SSCC01,enterprise,full-mesh,3844,per-ce,,,,,
26/03/2021 15:53:00,IPR3848_DHLXPRS,"DHL SUPPLY CHAIN PHILS., INC.",ELMPI01,enterprise,full-mesh,3848,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3852_PBCOM1,PHIL. BANK OF COMMUNICATIONS,PBC01,enterprise,full-mesh,3852,,,,,,
26/03/2021 15:53:00,IPR3860_BLUE,"BLUEFIELDSTRADINGPOST,INC.",BFTPI01,enterprise,full-mesh,3860,,per-instance,,,,
26/03/2021 15:53:00,IPR3867_AVENTUS,AVENTUS MEDICAL CARE INC.,AMCI12,enterprise,full-mesh,3867,,,,,,
26/03/2021 15:53:00,IPR3892_PRC,PROFESSIONAL REGULATION COMMISSION,PRC04,enterprise,full-mesh,3892,,,,,,
26/03/2021 15:53:00,IPR39000_ONEACCESS,PLDT_ONEACCESS,PLDT_ONEACCESS,infra,full-mesh,39000,per-ce,,,,,
26/03/2021 15:53:00,IPR3913_UNIROB,PRIME MKTG AND DIST INC,PMDI08,enterprise,full-mesh,3913,,per-instance,,,,
26/03/2021 15:53:00,IPR3921_GSIS2,GOVERNMENT SERVICE INSURANCE SYSTEM,GSIS01,enterprise,full-mesh,3921,,,,,,
26/03/2021 15:53:00,IPR3926_BPI03,BANK OF THE PHILIPPINE ISLANDS,BPI01,enterprise,full-mesh,3926,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3941_ROBCORP,ROBINSONSLANDCORPORATION,RLC01,enterprise,full-mesh,3941,,,,,,
26/03/2021 15:53:00,IPR3947_INGAS,INGASCO INCORPORATED,II01,enterprise,full-mesh,3947,,per-instance,,,,
26/03/2021 15:53:00,IPR3957_POLAR,Polar Bear Freezing and Storage (POBECO) Corporation,PBFSP01,enterprise,full-mesh,3957,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3964_SEPCO,SAMSUNG ELECTRONICS PHILS. CORP.,SMC06,enterprise,full-mesh,3964,,,,,,
26/03/2021 15:53:00,IPR3979_FELCRIS,FELCRIS SUPERMARKET INCORPORATED,FSI02,enterprise,full-mesh,3979,,,,,,
26/03/2021 15:53:00,IPR3986_BIGGAME,BIGGAME INC.,BGI08,enterprise,full-mesh,3986,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3989_AJINMTO,AJINOMOTOPHILIPPINESCORPORATION,UAI01,enterprise,full-mesh,3989,,per-instance,,,,
26/03/2021 15:53:00,IPR39983_RADNMS,RAD DEMARC MGMT VRF,RADNMS,enterprise,full-mesh,39983,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR3998_PRINCE,PRGPRINCEMANAGEMENTSERVICESCORPORATION,PPMSC03,enterprise,full-mesh,3998,,per-instance,,,,
26/03/2021 15:53:00,IPR40000_ABIS,SMART,SMART_ABIS,infra,hub-and-spoke,40000,per-ce,per-instance,,50000.0,,
26/03/2021 15:53:00,IPR40001_IUB,SMART_IUB,SMART_IUB,infra,hub-and-spoke,40001,per-ce,per-instance,,50001.0,,
26/03/2021 15:53:00,IPR40002_SYNC,SMART_SYNC,SMART_SYNC,infra,hub-and-spoke,40002,per-ce,per-instance,,50002.0,,
26/03/2021 15:53:00,IPR40003_OAM,SMART_OAM,SMART_OAM,infra,hub-and-spoke,40003,per-ce,per-instance,,50003.0,,
26/03/2021 15:53:00,IPR40004_S1,SMART,SMART_S1,mobile,hybrid,40004,per-ce,per-instance,,50004.0,hybrid,full-mesh
26/03/2021 15:53:00,IPR40005_SIGTRAN,SMART_SIGTRAN,SMART_SIGTRAN,infra,full-mesh,40005,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR40006_VOIP,SMART,SMART_VOIP,infra,full-mesh,40006,per-ce,,,,,
26/03/2021 15:53:00,IPR40007_MBB,SMART,SMART_MBB,infra,full-mesh,40007,per-ce,,,,,
26/03/2021 15:53:00,IPR40008_GPRS,SMART,SMART GPRS,infra,full-mesh,40008,per-ce,,,,,
26/03/2021 15:53:00,IPR40010_SERVICE,SMART,SMART SERVICE,infra,full-mesh,40010,per-ce,,,,,
26/03/2021 15:53:00,IPR40011_MBP,SMART_DMZ,SMART_DMZ_MBP,infra,full-mesh,40011,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR40014_DMZ,SMART_DMZ,SMART_DMZ,infra,full-mesh,40014,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR40016_DATA_SYNC,SMART,SMART_DATA_SYNC,infra,full-mesh,40016,per-ce,per-instance,,,,
26/03/2021 15:53:00,IPR40017_WIFI,SMART,SMART WIFI,infra,full-mesh,40017,per-ce,,,,,
26/03/2021 15:53:00,IPR40018_FMS,SMART,SMART_FMS,infra,hub-and-spoke,40018,per-ce,per-instance,,50018.0,,
26/03/2021 15:53:00,IPR40020_DMZ-NL2,SMART,SMART DMZ NL2,infra,full-mesh,40020,,,,,,
