collection-date,link-id,vpn-id,service-order.pid,service-order.date-of-provisioning,service-order.service-type,service-order.service-offering,service-order.order-details.service-order-no,service-order.order-details.order-type,stack-type,site-details.location-code,site-details.vendor,site-details.homing-type,primary-link.device,primary-link.interface-type,primary-link.interface-id,primary-link.svlan,primary-link.description,primary-link.ipv4.pe-ipv4-address,primary-link.ipv4.ce-ipv4-address,vrf.vrf-name,vrf.extranet,vrf.maximum-prefixes,vrf.prefixes-threshold,routing.static.ipv4-routes.ipv4-prefixes.network-subnet,routing.static.ipv4-routes.next-hop,routing.maximum-paths.multipath-type,routing.maximum-paths.path-no,qos.policy-type,qos.in-policy-standard,routing,qos.out-policy-standard,service-order.order-details.userid,service-order.order-details.date-of-change,vrf.label-mode,primary-link.mtu,qos.policy-name,qos.direction,qos.flat.mode,qos.flat.default-class-bandwidth,qos.flat.default-class-marking,qos.define-policy,routing.bgp.peer-ipv4,routing.bgp.remote-as,routing.bgp.address-family-ipv4.in-route-policy,routing.bgp.address-family-ipv4.out-route-policy,routing.bgp.local-as.as-number,routing.bgp.local-as.no-prepend,routing.bgp.prefix.maximum,routing.bgp.prefix.threshold,routing.bgp.prefix.warning-only,routing.bgp.local-as.replace-as,site-details.dual-homing.mode,site-details.dual-homing.homing-type,secondary-link.device,secondary-link.interface-id,secondary-link.svlan,secondary-link.ipv4.pe-ipv4-address,secondary-link.ipv4.ce-ipv4-address,routing.bgp.secondary-peer-ipv4,routing.bgp.address-family-ipv4.secondary-in-route-policy,routing.bgp.address-family-ipv4.secondary-out-route-policy,routing.additional-paths,routing.static.ipv4-routes.secondary-next-hop,primary-link.admin-status,secondary-link.admin-status,route-filtering.route-policy.route-policy-name,route-filtering.route-policy.action-type,route-filtering.route-policy.global-action,route-filtering.route-policy.global-set-action.set-community,route-filtering.route-policy.route-policy-actions.condition-type,route-filtering.route-policy.route-policy-actions.action-type,multicast.multicast-site,multicast.multicast-ssm-mapping,multicast.ssm-mapping.ssm-mapping-acl-name,multicast.ssm-mapping.ssm-mapping-group,multicast.igmp.static-groups.group-address,multicast.igmp.static-groups.source-address,vrrp.ipv4-virtual-ip,vrrp.vrrp-id,vrrp.preempt-delay,vrrp.track-interfaces.link-type,vrrp.track-interfaces.track-interface,vrrp.track-interfaces.priority-decrement,vrf.role,site-details.point-of-interconnect,route-filtering.route-policy.global-set-action.set-local-pref,route-filtering.route-policy.global-set-action.set-weight,routing.static.ipv4-routes.ipv4-prefixes.admin-distance,routing.static.ipv4-routes.ipv4-prefixes.secondary-admin-distance,routing.static.ipv4-routes.bfd.minimum-interval,routing.static.ipv4-routes.bfd.multiplier,routing.static.ipv4-routes.secondary-ipv4-route-policy,routing.static.ipv4-routes.ipv4-route-policy,vrf.agg-link-id,vrf.no-hub-import,vrf.additional-running-no,vrf.route-target.rt-value,vrf.route-target.set-rt,routing.advertise-best-external,vrf.spoke-mesh-only
26/03/2021 15:53:00,3DEI04-112017-85053,IPR3179_GOLDLCS,PID_1-106R9M6,29012021,ipvpn,premium,CBG202004030003239,Create,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether5003,1721.0,GOLDLCS_PID_1-106R9M6,10.229.7.105/30,10.229.7.106,IPR3179_GOLDLCS,False,8000.0,80.0,10.220.2.64/27,10.229.7.106,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,A2I01-122019-74303,IPR3294_AIR21,PID1-19SCJJG,03022021,ipvpn,premium,SME201912170026977,Create,ipv4,MTP,Cisco,single,MTPPXALACICU001,sub-interface,Bundle-Ether10001,1157.0,AIRFREIGHT 2100 INC_BRAINS IPVPN-LL_2M,10.229.100.217/30,10.229.100.218,IPR3294_AIR21,False,8000.0,80.0,,,,,standard,PLDT-ENT-2400K-AF3-UNI-IN,direct,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AATC01-092017-84289,IPR3063_ABOITIZ,1-11XD5J3,19112020,ipvpn,premium,IPR3063_ABOITIZ,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1109.0,ABOITIZ_PID_1-11XD5J3,10.229.46.217/30,10.229.46.218,IPR3063_ABOITIZ,False,8000.0,80.0,172.30.9.0/27,10.229.46.218,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AATC01-092017-84289,IPR3063_ABOITIZ,1-11XD5J3,19112020,ipvpn,premium,IPR3063_ABOITIZ,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1109.0,ABOITIZ_PID_1-11XD5J3,10.229.46.217/30,10.229.46.218,IPR3063_ABOITIZ,False,8000.0,80.0,192.168.51.0/24,10.229.46.218,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AATC01-092017-84289,IPR3063_ABOITIZ,1-11XD5J3,19112020,ipvpn,premium,IPR3063_ABOITIZ,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1109.0,ABOITIZ_PID_1-11XD5J3,10.229.46.217/30,10.229.46.218,IPR3063_ABOITIZ,False,8000.0,80.0,192.168.221.20/30,10.229.46.218,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ABC02-032010-36194,IPR3115_PNB,PID1-19NXMV3,06102020,ipvpn,Premium,CBG201912090068422,CREATE,ipv4,PRQ,Cisco,single,PRQG0049CICU001,sub-interface,Bundle-Ether10004,1119.0,PHILIPPINE NATIONAL BANK_PID1-19NXMV3_BRAINS IPVPN-LL_2M,172.20.0.225/30,172.20.0.226,IPR3115_PNB,False,8000.0,80.0,172.18.52.192/26,172.20.0.226,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ACC28-022019-73449,IPR3423_ACDI,PID1-17IENRW,22012021,ipvpn,Premium,CBG201902210052447,CREATE,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10001,1114.0,ACDI MULTIPURPOSE COOPERATIVE_PID1-17IENRW_BRAINS IPVPN-LL_2M,10.229.108.65/30,10.229.108.66,IPR3423_ACDI,False,8000.0,80.0,172.17.12.0/24,10.229.108.66,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ACC28-022019-73449,IPR3423_ACDI,PID1-17IENRW,22012021,ipvpn,Premium,CBG201902210052447,CREATE,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10001,1114.0,ACDI MULTIPURPOSE COOPERATIVE_PID1-17IENRW_BRAINS IPVPN-LL_2M,10.229.108.65/30,10.229.108.66,IPR3423_ACDI,False,8000.0,80.0,192.168.117.0/24,10.229.108.66,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AE14-102006-00005,IPR3493_ADKONEK,PID474864,22012021,ipvpn,Premium,SME201403050071571,CREATE,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10001,1103.0,PID474864_Advancekonek Enterprise_IPVPN_2M,192.168.230.1/30,192.168.230.2,IPR3493_ADKONEK,False,8000.0,80.0,192.168.0.0/24,192.168.230.2,ibgp,2.0,standard,PLDT-ENT-2000K-AF3-UNI-IN,static,PLDT-ENT-2000K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AE14-102006-00005,IPR3493_ADKONEK,PID474864,22012021,ipvpn,Premium,SME201403050071571,CREATE,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10001,1103.0,PID474864_Advancekonek Enterprise_IPVPN_2M,192.168.230.1/30,192.168.230.2,IPR3493_ADKONEK,False,8000.0,80.0,192.168.3.0/24,192.168.230.2,ibgp,2.0,standard,PLDT-ENT-2000K-AF3-UNI-IN,static,PLDT-ENT-2000K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AFP02-082016-67546,IPR3598_AFPMBAI,PID1-16HTEP4,22012021,ipvpn,Premium,CBG201810110045902,CREATE,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10001,1108.0,"PID1-16HTEP4_ARMED FORCES AND POLICE MUTUAL BENEFIT ASSOCIATION, INC._SHOPS.WORK/VPN/DSL_1M",10.228.222.253/30,10.228.222.254,IPR3598_AFPMBAI,False,8000.0,80.0,10.100.2.32/28,10.228.222.254,ibgp,2.0,standard,PLDT-ENT-1200K-AF3-UNI-IN,static,PLDT-ENT-1200K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AMCI12-052019-16276,IPR3867_AVENTUS,PID1-18B2EBZ,03012021,ipvpn,Premium,CBG201905300097030,CREATE,ipv4,MTP,Cisco,single,MTPPXALACICU001,sub-interface,Bundle-Ether10001,1113.0,AVENTUS MEDICAL CARE INC_PID1-18B2EBZ_BRAINS IPVPN-LL_10M,10.229.138.49/30,10.229.138.50,IPR3867_AVENTUS,False,8000.0,80.0,192.168.10.0/24,10.229.138.50,ibgp,2.0,standard,PLDT-ENT-12000K-AF3-UNI-IN,static,PLDT-ENT-12000K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AMCI12-052019-29973,IPR3867_AVENTUS,PID1-18B2EB1,25112020,ipvpn,premium,CBG201905240020171,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10004,1116.0,AVENTUS MEDICAL CARE INC._PID1-18B2EB1_BRAINS IPVPN-LL_10M,10.229.138.45/30,10.229.138.46,IPR3867_AVENTUS,False,8000.0,80.0,192.168.4.0/24,10.229.138.46,ibgp,2.0,standard,PLDT-ENT-12000K-UNI-IN,static,PLDT-ENT-12000K-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ARCPI01-062020-91284,IPR5469_FRESNS,PID1-1AWPXR2,03022021,ipvpn,premium,RID161622,Create,ipv4,MTP,Cisco,single,MTPPXALACICU001,sub-interface,Bundle-Ether10003,1139.0,ASIA RENAL CARE PHIL INC_IPVPN_4M,10.229.100.1/30,10.229.100.2,IPR5469_FRESNS,False,8000.0,80.0,,,,,standard,PLDT-ENT-4800K-AF3-UNI-IN,direct,PLDT-ENT-4800K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ATI03-052011-17279,IPR3726_ASIANTI,104496121,31012021,ipvpn,premium,CBG202101190010675,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10001,1122.0,ASIAN TERMINALS INC._PID104496121_IPVPN_2M,10.213.229.49/30,10.213.229.50,IPR3726_ASIANTI,,,,192.168.16.0/24,10.213.229.50,ibgp,,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,jrbaligad,2021-01-31T01:51:10.608Z,per-ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,ATI03-092020-59796,IPR3726_ASIANTI,1-1BDT3UW,27112020,ipvpn,premium,CBG202009220059752,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1150.0,***ASIAN TERMINALS INC._PID1-1BDT3UW_IPVPN_2M****,10.229.182.213/30,10.229.182.214,IPR3726_ASIANTI,False,8000.0,80.0,192.168.34.0/24,10.229.182.214,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AUBC01-082011-60438,IPR3326_AUBANK,104312640,15122020,ipvpn,premium,AUBC01-082011-60438,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1153.0,ASIA UNITED BANK CORP._PID104312640_IPVPN_2M,10.213.229.125/30,10.213.229.126,IPR3326_AUBANK,,,,10.1.8.160/27,10.213.229.126,ibgp,,custom,,static,,rpbanguibang,2020-12-15T07:15:13.822Z,,9200.0,PLDT-ENT-2048K-AF3-UNI,in-and-out,single-class,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AVCH01-032020-02547,IPR7998_AVISION,PID1-1ADXOYE,12032021,ipvpn,premium,SME202003170022757,Create,ipv4,OLG,Cisco,single,OLGPXOLGCICU001,sub-interface,TenGigE0/0/1/1,103.0,PID1-1ADXOYE_ASIAN VISION CABLE HLDG-ZAMBALES_BRNS IPVPN-LL_4M,10.229.169.113/30,10.229.169.114,IPR7998_AVISION,False,8000.0,80.0,10.200.10.0/24,10.229.169.114,ibgp,2.0,standard,PLDT-ENT-4400K-AF3-UNI-IN,static,PLDT-ENT-4400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,AVCH01-112020-21225,IPR7998_AVISION,1-1BQZSDF,20012021,ipvpn,premium,SME202011090041396,Create,ipv4,BATS,Cisco,single,BATS0002CICU001,sub-interface,Bundle-Ether10002,1138.0,ASIAN VISION CABLE HOLDINGS_PID1-1BQZSDF/SID AVCH01-112020-21225_IPVPN_2M,10.229.189.177/30,10.229.189.178,IPR7998_AVISION,False,8000.0,80.0,10.200.20.0/24,10.229.189.178,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BBC01-042015-22897,IPR3077_BINGO,PID_101423328,29012021,ipvpn,premium,CBG202004020098048,Create,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether5003,1701.0,BINGO_PID_101423328,10.228.135.61/30,10.228.135.62,IPR3077_BINGO,False,8000.0,80.0,10.100.4.144/28,10.228.135.62,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BC03-022011-06989,IPR3110_BOC,1-110F9ER,02022021,ipvpn,premium,CBG201708180029094,Create,ipv4,PRQ,Cisco,single,PRQG0049CICU001,sub-interface,Bundle-Ether10005,1706.0,BOC_PID_1-110F9ER,10.212.249.129/30,10.212.249.130,IPR3110_BOC,False,8000.0,80.0,10.23.3.0/29,10.212.249.130,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-012019-47265,IPR3172_BDO_NET,PID1-17DU0JF,29012021,ipvpn,premium,CBG201901280095312,Create,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether10003,1106.0,"BDO UNIBANK, INC._PID1-17DU0JF_BRAINS IPVPN-LL_2M",172.24.232.138/29,172.24.232.139,IPR3172_BDO_NET,False,8000.0,80.0,10.0.2.119/32,172.24.232.137,ibgp,2.0,standard,PLDT-ENT-2200K-AF3-UNI-IN,static,PLDT-ENT-2200K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-022018-13888,IPR3172_BDO_NET,1-1343EO7,09122020,ipvpn,premium,IPR3172_BDO_NET,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10003,1110.0,"PID1-1343EO7_BDO UNIBANK, INC._BRAINS IPVPN-LL_2M",172.20.176.138/29,172.20.176.137,IPR3172_BDO_NET,False,8000.0,80.0,10.0.32.116/32,172.20.176.137,ibgp,2.0,standard,PLDT-ENT-2400K-AF3-UNI-IN,static,PLDT-ENT-2400K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-022018-15634,IPR3172_BDO_NET,PID1-192OWLL,12032021,ipvpn,premium,CBG201909180051750,Create,ipv4,NSBS,Cisco,single,NSBS1366CICU001,sub-interface,Bundle-Ether1001,102.0,PID1-192OWLL_BDO UNIBANK INC_BRAINS IPVPN-LL_2M,172.20.170.130/29,172.20.170.129,IPR3172_BDO_NET,False,8000.0,80.0,10.0.32.93/32,172.20.170.129,ibgp,2.0,standard,PLDT-ENT-2200K-UNI-IN,static,PLDT-ENT-2200K-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-022020-09630,IPR3172_BDO_NET,PID1-1A96W2K,03012021,ipvpn,Premium,CBG202002200054048,CREATE,ipv4,MTP,Cisco,single,MTPPXALACICU001,sub-interface,Bundle-Ether10001,2102.0,"BDO UNIBANK, INC._PID1-1A96W2K_IPVPN_1M",172.21.44.130/29,172.21.44.131,IPR3172_BDO_NET,False,8000.0,80.0,10.0.32.210/32,172.21.44.129,ibgp,2.0,standard,PLDT-ENT-1200K-AF3-UNI-IN,static,PLDT-ENT-1200K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032014-55984,IPR3007_BDO,100964910,19112020,ipvpn,premium,IPR3007_BDO,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10001,1101.0,BDO_PID_100964910,10.227.115.9/29,10.227.115.10,IPR3007_BDO,False,40000.0,80.0,10.104.54.168/29,10.227.115.10,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032014-78385,IPR3172_BDO_NET,100966859,01122020,ipvpn,premium,CBG201903110017594,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5002,1702.0,BDO_PID_100966859,10.227.112.201/29,10.227.112.202,IPR3172_BDO_NET,False,8000.0,80.0,10.0.3.145/32,10.227.112.202,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032014-78385,IPR3172_BDO_NET,100966859,01122020,ipvpn,premium,CBG201903110017594,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5002,1702.0,BDO_PID_100966859,10.227.112.201/29,10.227.112.202,IPR3172_BDO_NET,False,8000.0,80.0,172.19.188.128/29,10.227.112.202,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032019-43626,IPR3172_BDO_NET,1-19QC6S1,06032021,IPVPN,premium,CBG202103030051321,CREATE,ipv4,PRQ,Cisco,single,PRQG0049CICU001,sub-interface,Bundle-Ether10004,1111.0,"BDO UNIBANK, INC._PID1-19QC6S1_IPVPN_2M",172.19.70.130/29,172.19.70.129,IPR3172_BDO_NET,,,,10.0.0.18/32,172.19.70.129,,,standard,PLDT-ENT-2048K-AF3-UNI-IN,static,PLDT-ENT-2048K-AF3-UNI-OUT,jgmina,2021-03-06T04:05:51.670Z,,9200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032019-64262,IPR3172_BDO_NET,PID1-17EIVLQ,25112020,ipvpn,premium,CBG201903080015842,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10004,1112.0,"BDO UNIBANK, INC._PID1-17EIVLQ_BRAINS IPVPN-LL_8M",172.26.137.138/29,172.26.137.139,IPR3172_BDO_NET,False,8000.0,80.0,10.0.34.137/32,172.26.137.137,ibgp,2.0,standard,PLDT-ENT-9600K-UNI-IN,static,PLDT-ENT-9600K-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032019-64338new,IPR3172_BDO_NET,1-16V86PH,15022021,ipvpn,premium,CBG202101150073129,CREATE,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10002,1107.0,"BDO UNIBANK, INC._PID1-16V86PH_IPVPN_4M",172.19.34.130/29,172.19.34.129,IPR3172_BDO_NET,,,,10.0.0.251/32,172.19.34.129,,,custom,,static,,jgmina,2021-02-15T11:06:12.385Z,per-ce,9200.0,PLDT-ENT-4000K-AF3-UNI,in-and-out,single-class,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-032020-84508,IPR3007_BDO,1-1AH196I,20012021,ipvpn,premium,CBG202003270053479,Create,ipv4,BATS,Cisco,single,BATS0002CICU001,sub-interface,Bundle-Ether10002,1129.0,"BDO UNIBANK, INC._PID1-1AH196I_IPVPN_64K",10.229.181.157/30,10.229.181.158,IPR3007_BDO,False,8000.0,80.0,10.105.19.184/29,10.229.181.158,ibgp,2.0,standard,PLDT-ENT-77K-UNI-IN,static,PLDT-ENT-77K-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-042016-58343,IPR3007_BDO,PID_1-QGE0Z5,29012021,ipvpn,premium,CBG202004020098446,Create,ipv4,LIPS,Cisco,single,LIPS1300CICU001,sub-interface,Bundle-Ether5003,1710.0,BDO_PID_1-QGE0Z5,10.228.194.97/30,10.228.194.98,IPR3007_BDO,False,8000.0,80.0,10.104.63.96/29,10.228.194.98,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-042017-52796,IPR3007_BDO,1-ZBHL5Z,01122020,ipvpn,premium,CBG201903110019944,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether5002,1706.0,BDO_PID_1-ZBHL5Z,10.228.226.81/30,10.228.226.82,IPR3007_BDO,False,8000.0,80.0,10.104.73.224/29,10.228.226.82,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-042018-73861,IPR3007_BDO,PID1-13QJ1H3,03012021,ipvpn,Premium,CBG201804260028522,CREATE,ipv4,MTP,Cisco,single,MTPPXALACICU001,sub-interface,Bundle-Ether10003,1131.0,"PID1-13QJ1H3_BDO UNIBANK, INC._BRAINS IPVPN-LL_64K",10.229.70.113/30,10.229.70.114,IPR3007_BDO,False,8000.0,80.0,10.104.81.40/29,10.229.70.114,ibgp,2.0,standard,PLDT-ENT-76.8K-AF3-UNI-IN,static,PLDT-ENT-76.8K-AF3-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-052009-0215,IPR3172_BDO_NET,PID103951593,25112020,ipvpn,premium,CBG202003120098639,Create,ipv4,CLA,Cisco,single,CLA00633CICU001,sub-interface,Bundle-Ether10004,1144.0,"BDO UNIBANK, INC._PID103951593_IPVPN_4M",172.24.189.130/30,172.24.189.129,IPR3172_BDO_NET,False,8000.0,80.0,10.0.1.62/32,172.24.189.129,ibgp,2.0,standard,PLDT-ENT-4800K-UNI-IN,static,PLDT-ENT-4800K-UNI-OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2021 15:53:00,BDO01-052015-06401,IPR3007_BDO,101495507,09112020,ipvpn,Premium,CBG201505270034483,CREATE,ipv4,PRQ,Cisco,single,PRQG0049CICU001,sub-interface,Bundle-Ether5001,1701.0,BDO _PID_101495507,10.228.139.173/30,10.228.139.174,IPR3007_BDO,False,8000.0,80.0,10.104.57.64/29,10.228.139.174,ibgp,2.0,standard,PLDT-ENT-DEFAULT-IN,static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
